Drug	MolId	MolName	Symbol
Oriental Waterplantain Rhizome	MOL000472	emodin	ESR1
Oriental Waterplantain Rhizome	MOL000472	emodin	PIM1
Oriental Waterplantain Rhizome	MOL000472	emodin	ESR2
Oriental Waterplantain Rhizome	MOL000472	emodin	CSNK2A1
Oriental Waterplantain Rhizome	MOL000472	emodin	PTP4A3
Oriental Waterplantain Rhizome	MOL000472	emodin	ELANE
Oriental Waterplantain Rhizome	MOL000472	emodin	FNTA
Oriental Waterplantain Rhizome	MOL000472	emodin	MCL1
Oriental Waterplantain Rhizome	MOL000472	emodin	BCL2
Oriental Waterplantain Rhizome	MOL000472	emodin	FTO
Oriental Waterplantain Rhizome	MOL000472	emodin	LIMK1
Oriental Waterplantain Rhizome	MOL000472	emodin	LCK
Oriental Waterplantain Rhizome	MOL000472	emodin	CYP19A1
Oriental Waterplantain Rhizome	MOL000472	emodin	ABCB1
Oriental Waterplantain Rhizome	MOL000472	emodin	BCHE
Oriental Waterplantain Rhizome	MOL000472	emodin	XDH
Oriental Waterplantain Rhizome	MOL000472	emodin	ADORA3
Oriental Waterplantain Rhizome	MOL000472	emodin	CYP1B1
Oriental Waterplantain Rhizome	MOL000472	emodin	AURKB
Oriental Waterplantain Rhizome	MOL000472	emodin	KDR
Oriental Waterplantain Rhizome	MOL000472	emodin	PLK1
Oriental Waterplantain Rhizome	MOL000472	emodin	MET
Oriental Waterplantain Rhizome	MOL000472	emodin	AXL
Oriental Waterplantain Rhizome	MOL000472	emodin	EGFR
Oriental Waterplantain Rhizome	MOL000472	emodin	FASN
Oriental Waterplantain Rhizome	MOL000472	emodin	PARP1
Oriental Waterplantain Rhizome	MOL000472	emodin	TNKS2
Oriental Waterplantain Rhizome	MOL000472	emodin	TNKS
Oriental Waterplantain Rhizome	MOL000472	emodin	CRHR1
Oriental Waterplantain Rhizome	MOL000472	emodin	DRD3
Oriental Waterplantain Rhizome	MOL000472	emodin	AKR1B1
Oriental Waterplantain Rhizome	MOL000472	emodin	CDK5R1
Oriental Waterplantain Rhizome	MOL000472	emodin	CCNB3
Oriental Waterplantain Rhizome	MOL000472	emodin	CDK6
Oriental Waterplantain Rhizome	MOL000472	emodin	ABCG2
Oriental Waterplantain Rhizome	MOL000472	emodin	CBR1
Oriental Waterplantain Rhizome	MOL000472	emodin	TBXAS1
Oriental Waterplantain Rhizome	MOL000472	emodin	MGAM
Oriental Waterplantain Rhizome	MOL000472	emodin	HTR2C
Oriental Waterplantain Rhizome	MOL000472	emodin	ESRRA
Oriental Waterplantain Rhizome	MOL000472	emodin	ESRRB
Oriental Waterplantain Rhizome	MOL000472	emodin	LDHA
Oriental Waterplantain Rhizome	MOL000472	emodin	LDHB
Oriental Waterplantain Rhizome	MOL000472	emodin	NOX4
Oriental Waterplantain Rhizome	MOL000472	emodin	FLT3
Oriental Waterplantain Rhizome	MOL000472	emodin	SYK
Oriental Waterplantain Rhizome	MOL000472	emodin	GSK3B
Oriental Waterplantain Rhizome	MOL000472	emodin	ABCC1
Oriental Waterplantain Rhizome	MOL000472	emodin	TTR
Oriental Waterplantain Rhizome	MOL000472	emodin	CFTR
Oriental Waterplantain Rhizome	MOL000472	emodin	AKR1B10
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	AR
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	CYP17A1
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	CYP19A1
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	NR1H3
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	HMGCR
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	ESR1
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	ESR2
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	SHBG
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	SREBF2
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	NPC1L1
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	CYP51A1
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	SQLE
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	RORC
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	SLC6A4
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	RORA
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	PPARA
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	PPARD
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	SERPINA6
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	G6PD
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	IDO1
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	CHRM2
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	UGT2B7
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	ACHE
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	SLC6A2
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	CYP2C19
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	PABPC1
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	GRM5
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	ABHD6
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	GCGR
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	BCHE
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	PER2
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	HRH3
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	HSD17B3
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	SLC10A2
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	ICMT
Oriental Waterplantain Rhizome	MOL000824	(1R,3aS,8aR)-7-isopropyl-1-methyl-4-methylene-2,3,3a,5,6,8a-hexahydroazulen-1-ol	TOP1
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	NPC1L1
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	NR1H3
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	POLA1
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	UGT2B7
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	NR1H4
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	SHH
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	HSD11B1
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	NR1I3
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	ESR2
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	GPBAR1
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	AR
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	TK1
Oriental Waterplantain Rhizome	MOL000825	(1R,3aR,4S,7R,8S,8aS)-7-isopropyl-1,4-dimethyl-3,3a,5,6,8,8a-hexahydro-2H-azulene-1,4,7,8-tetrol	PIK3CA
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	NPC1L1
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	RORA
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CYP19A1
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PTGFR
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PTGDR
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	RORC
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	AR
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	NR1H3
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	ESR1
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	ESR2
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	BRD4
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	BRD2
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	JAK1
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	HMGCR
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	SREBF2
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CDC7
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PTGER3
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	FKBP1A
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	SLC6A4
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PTGER1
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PTGER4
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	JAK3
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	JAK2
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	TYK2
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	APP
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA14
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA4
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA13
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	SHBG
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA7
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA12
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PTGER2
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PTGIR
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	ADRB2
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	ADRB1
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	ADRB3
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA3
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA6
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CA5B
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	BACE1
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PIK3CD
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PRKDC
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	PIK3CB
Oriental Waterplantain Rhizome	MOL000826	(1R,3aS,4S,8aR)-7-(2-hydroxypropan-2-yl)-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	TYR
Oriental Waterplantain Rhizome	MOL000827	(1S,3aR,4R,8aS)-7-isopropyl-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	CYP19A1
Oriental Waterplantain Rhizome	MOL000827	(1S,3aR,4R,8aS)-7-isopropyl-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	AR
Oriental Waterplantain Rhizome	MOL000827	(1S,3aR,4R,8aS)-7-isopropyl-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	NR1H3
Oriental Waterplantain Rhizome	MOL000827	(1S,3aR,4R,8aS)-7-isopropyl-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	ESR1
Oriental Waterplantain Rhizome	MOL000827	(1S,3aR,4R,8aS)-7-isopropyl-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	ESR2
Oriental Waterplantain Rhizome	MOL000827	(1S,3aR,4R,8aS)-7-isopropyl-1,4-dimethyl-2,3,3a,5,6,8a-hexahydroazulene-1,4-diol	SHBG
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CES2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	NR1H3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	SERPINA6
Oriental Waterplantain Rhizome	MOL000828	Alisol A	SHBG
Oriental Waterplantain Rhizome	MOL000828	Alisol A	HSD11B1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTPN1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	G6PD
Oriental Waterplantain Rhizome	MOL000828	Alisol A	FNTA
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CYP19A1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	ESR2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CYP17A1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	TERT
Oriental Waterplantain Rhizome	MOL000828	Alisol A	SLC6A4
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PPARA
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PPARD
Oriental Waterplantain Rhizome	MOL000828	Alisol A	FAAH
Oriental Waterplantain Rhizome	MOL000828	Alisol A	RORC
Oriental Waterplantain Rhizome	MOL000828	Alisol A	AR
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTGES
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PDE4D
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CD81
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTGER1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTPN2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CDC25B
Oriental Waterplantain Rhizome	MOL000828	Alisol A	NR3C1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	HMGCR
Oriental Waterplantain Rhizome	MOL000828	Alisol A	LTB4R
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PLA2G1B
Oriental Waterplantain Rhizome	MOL000828	Alisol A	FABP3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTGS2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	RORA
Oriental Waterplantain Rhizome	MOL000828	Alisol A	SIGMAR1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	AKR1B10
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CCNC
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CDK8
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PRKCA
Oriental Waterplantain Rhizome	MOL000828	Alisol A	MAPK14
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CYP51A1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	FDFT1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	NR3C2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PPARG
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CCNB3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTGER4
Oriental Waterplantain Rhizome	MOL000828	Alisol A	MTOR
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTGDR
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PAK1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PARP1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	FKBP1A
Oriental Waterplantain Rhizome	MOL000828	Alisol A	HSP90AA1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	MAPK1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	ALOX5
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTGS1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PIK3CA
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PSEN2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CCR1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	BACE1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CSF1R
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PPP1CC
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PPP2CA
Oriental Waterplantain Rhizome	MOL000828	Alisol A	AURKA
Oriental Waterplantain Rhizome	MOL000828	Alisol A	MDM2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PDE10A
Oriental Waterplantain Rhizome	MOL000828	Alisol A	SCD
Oriental Waterplantain Rhizome	MOL000828	Alisol A	ABL1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CCND1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CCNE2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	DYRK1A
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CDK2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CLK4
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CLK1
Oriental Waterplantain Rhizome	MOL000828	Alisol A	CLK2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	DYRK1B
Oriental Waterplantain Rhizome	MOL000828	Alisol A	P2RX3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	PTGER2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	F10
Oriental Waterplantain Rhizome	MOL000828	Alisol A	VDR
Oriental Waterplantain Rhizome	MOL000828	Alisol A	LRRK2
Oriental Waterplantain Rhizome	MOL000828	Alisol A	GABRB3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	GABRB3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	GABRB3
Oriental Waterplantain Rhizome	MOL000828	Alisol A	GABRA2
