Drug	MolId	MolName	Symbol
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CHRM4
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CHRM2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	PTGS2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	OPRM1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	OPRD1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	OPRK1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	SIGMAR1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	STK3
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	STK26
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	MDM2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CDK5R1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CYP51A1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	AR
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	PTAFR
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	MAPK8
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	MAPK10
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	HSD17B2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	TNKS2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	TNKS
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CHRM5
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CHRM3
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	HSD11B1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	DRD2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	TERT
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	NR3C2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	PGR
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CASR
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	PSEN2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	TRPV3
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CA2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	ADORA1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	ADORA2A
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	ADORA2B
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CA1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	JAK2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CA13
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	MAOA
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	MAOB
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	CDK2
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	HMOX1
Glossy Privet Fruit	MOL005168	Nuezhengalaside_qt	PDE10A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP7
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	P2RX3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	TOP1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ROCK2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CASP8
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CASP1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	LNPEP
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MTOR
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP9
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP8
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3CA
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	EIF2AK3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	RET
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	WNT3A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3CG
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	TNKS2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PLA2G7
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CYP19A1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MAP3K5
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3CB
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3C2B
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	FLT1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	DRD4
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CXCR2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	FGFR1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	KCNA5
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CASP3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CASP7
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	TNK2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	GABRB3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	GABRB3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	GABRB3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	GABRA2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	GABRG2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ADAMTS5
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ADAMTS4
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP13
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ADAM17
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP14
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ADAMTS1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MMP12
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	BACE1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	BRD4
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	EDNRA
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ALPL
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PLAA
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	FCER2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	KCNH2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA7
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	LCK
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA6
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA12
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA14
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA9
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA4
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA5B
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MCL1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CA5A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ESR2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CDK2
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CDK1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CASP6
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CDK4
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PDE10A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ERN1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ESR1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	KDR
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MAPK1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	AKT1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	POLK
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ABL1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	AR
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	NR3C1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	SRC
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3CD
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PRKDC
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	HCK
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MAPK3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CAPN1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	CHEK1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	BRAF
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	WEE1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	SCN9A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ADORA1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	ADORA2A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	FKBP1A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	MYLK
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	DUT
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3C2A
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3C2G
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIP4K2C
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	RAF1
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	FLT3
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	PIK3CA
Glossy Privet Fruit	MOL005179	Lucidumoside A_qt	FKBP1A
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP9
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	IL2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP13
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP7
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	ADAM17
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP8
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	HSP90AB1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	KDM1A
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	P2RX3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	BACE1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	RASGRP3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CASP1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	FCER2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CDK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CXCR2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CXCR1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	BCHE
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CES2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3C2A
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3C2G
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIP4K2C
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	RAF1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	FLT3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3CA
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	FKBP1A
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MYLK
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	DAPK3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	DAPK1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	JAK1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MTOR
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CDK7
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	DAPK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3CD
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PRKDC
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3CB
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3CG
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PI4KB
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CHUK
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	TYK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CSNK2A1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3CA
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CSNK2A2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CLK1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CLK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CLK3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	DYRK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CDC42BPA
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	HIPK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	HIPK3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	BRAF
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	HIPK1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	DYRK1B
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PIK3C2B
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	LIMK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	RIOK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MAP3K19
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	KCNA3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	FBP1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	ADAM10
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	ACHE
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CSF1R
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CASP8
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	BMP1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PSEN2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	ABL1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	SRC
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	RET
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PLA2G7
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	BDKRB1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MAPK1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA7
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA6
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA12
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA14
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA9
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA4
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA13
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA5B
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CMA1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CA5A
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CASP3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CCR6
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CXCR3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	LRRK2
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	CAPN1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	MMP14
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	EIF2AK3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	PDE5A
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	EIF4A1
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	ADAM9
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	FKBP1A
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	JAK3
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	AURKB
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	LCK
Glossy Privet Fruit	MOL005182	Lucidumoside C_qt	AURKA
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	TYMP
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	IL2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	DNM1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	KCNA3
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	F9
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	SLC5A2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	ADORA3
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	AR
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP13
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP12
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	ADCY1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	KDR
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	CDK2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	CDK1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	AKT1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	CYP19A1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP9
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP8
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PIK3CA
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	ESR1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	ESR2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	SLC2A1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MAP2K1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HIF1A
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC3
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC6
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MTOR
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	TMPRSS11D
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PLG
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PRSS1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PLAU
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PRSS3
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	SYK
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	FCER2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP14
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	MMP7
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	P2RX3
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	TYMS
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PTAFR
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	ADAM17
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	ALPL
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PLAA
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	FGFR1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PGF
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	VEGFA
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PIM1
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC5
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC7
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC8
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC11
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC4
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC9
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PIM2
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	HDAC10
Glossy Privet Fruit	MOL005187	10-hydroxyligstroside_qt	PIM3
Glossy Privet Fruit	MOL005195	syringaresinol diglucoside_qt	CNR2
Glossy Privet Fruit	MOL005195	syringaresinol diglucoside_qt	PTAFR
Glossy Privet Fruit	MOL005195	syringaresinol diglucoside_qt	ALOX15
Glossy Privet Fruit	MOL005195	syringaresinol diglucoside_qt	ALOX12
Glossy Privet Fruit	MOL005195	syringaresinol diglucoside_qt	CNR1
Glossy Privet Fruit	MOL005195	syringaresinol diglucoside_qt	SELP
Glossy Privet Fruit	MOL005195	syringaresinol diglucoside_qt	ALOX5
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	GCGR
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	SCD
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	GRM4
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	EGFR
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	WEE1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	FLT3
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MMP9
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MMP1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MMP2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CPT1A
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PBRM1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	GABRB3
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	GABRB3
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	GABRB3
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	GABRG2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	SMARCA4
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MIF
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC6
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	ALOX5
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	AKR1B1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	AKR1B10
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PPIA
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	KDR
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CFD
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MMP13
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MMP14
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	FKBP1A
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PLK1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	ADORA1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PDE7A
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HSD17B1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MAPK14
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MCL1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	BACE1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	ERN1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC3
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	RET
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CPT2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CMA1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC8
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	AURKA
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MTOR
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CES1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PPARG
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	ADORA2B
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	DPP4
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CES2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	TYR
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MAOB
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CSNK1A1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	FGFR1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	BMP1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	FLT1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CA7
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PIK3R1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC5
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC7
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CDK2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CA6
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	EPHB2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CA14
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CA9
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CA5B
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC9
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	MMP8
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CA5A
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	HDAC10
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CCND1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CCNE2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PDE4A
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PDE4B
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PDE4D
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	PDE4C
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CTSS
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	CHEK1
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	ERBB2
Glossy Privet Fruit	MOL005208	Lucidumosides B_qt	COMT
