"Betweenness","Closeness","Degree","Eigenvector","Information","LAC","name","Network","selected","shared name","Subgragh"
"27.855283352473183","0.4979253112033195","12.0","0.03563683480024338","7.273043632507324","5.833333333333333","CDK1","6.72987012987013","false","CDK1","1.902588544E9"
"6.432902170547431","0.5172413793103449","11.0","0.05458943545818329","6.954184532165527","6.0","NOS2","6.599999999999998","false","NOS2","4.464379904E9"
"29.76160378625171","0.5263157894736842","16.0","0.07181994616985321","8.354663848876953","6.75","IGF1R","7.219047619047619","false","IGF1R","7.727405568E9"
"588.9823522051327","0.6451612903225806","54.0","0.19815950095653534","12.543328285217285","15.148148148148149","MAPK1","32.36372883569014","false","MAPK1","5.8826539008E10"
"47.907557792736974","0.5106382978723404","16.0","0.05203554406762123","8.354663848876953","4.75","GSK3B","5.433333333333334","false","GSK3B","4.0564352E9"
"44.496947392622765","0.5286343612334802","19.0","0.07429076731204987","9.00771427154541","8.105263157894736","KDR","9.16696375519905","false","KDR","8.268258816E9"
"541.6269250391863","0.6030150753768844","43.0","0.13563722372055054","11.87732982635498","11.674418604651162","TP53","24.84614831246339","false","TP53","2.7561508864E10"
"139.3775350873617","0.5660377358490566","31.0","0.1290886253118515","10.801952362060547","12.258064516129032","JAK2","15.837162950450024","false","JAK2","2.496431104E10"
"31.887850364227383","0.48","12.0","0.047272928059101105","7.273043632507324","4.5","NTRK1","5.045454545454545","false","NTRK1","3.347871744E9"
"11.261940578906657","0.49382716049382713","12.0","0.0489063523709774","7.273043632507324","5.166666666666667","NOS3","5.636363636363636","false","NOS3","3.583228416E9"
"132.79568892427045","0.5240174672489083","27.0","0.09497466683387756","10.312857627868652","8.88888888888889","PLCG1","11.815664627769888","false","PLCG1","1.3513281536E10"
"51.80060947169225","0.4444444444444444","12.0","0.03270125389099121","7.273043632507324","3.3333333333333335","MAP3K7","3.6454545454545455","false","MAP3K7","1.602037376E9"
"111.39087644264926","0.5172413793103449","17.0","0.054759521037340164","8.585190773010254","3.6470588235294117","CASP3","4.662247474747474","false","CASP3","4.492239872E9"
"21.075918629678792","0.45112781954887216","12.0","0.03649233654141426","7.273043632507324","5.666666666666667","CDK2","6.59090909090909","false","CDK2","1.995031936E9"
"14.054409540049424","0.4819277108433735","10.0","0.035975273698568344","6.611623287200928","3.8","TLR4","4.222222222222222","false","TLR4","1.938884224E9"
"140.41763165355658","0.5333333333333333","25.0","0.09294398874044418","10.03328800201416","8.8","IL6","12.164857609710552","false","IL6","1.2941544448E10"
"51.07699342834734","0.5063291139240507","16.0","0.061778850853443146","8.354663848876953","6.875","TERT","7.733116883116882","false","TERT","5.717741056E9"
"1452.171605678565","0.6936416184971098","67.0","0.22574482858181","13.105266571044922","16.119402985074625","SRC","47.72237294556257","false","SRC","7.6344754176E10"
"3.771395218499614","0.502092050209205","12.0","0.0679284855723381","7.273043632507324","8.666666666666666","S1PR1","9.454545454545455","false","S1PR1","6.912708096E9"
"293.0631467522359","0.5882352941176471","41.0","0.15544290840625763","11.72905445098877","14.292682926829269","GRB2","24.095969353476114","false","GRB2","3.6198137856E10"
"35.38164535025384","0.5063291139240507","13.0","0.04379040002822876","7.570577144622803","6.0","CDK4","7.053679653679653","false","CDK4","2.872778496E9"
"3.1586008374258983","0.41522491349480967","8.0","0.01774747297167778","5.843955993652344","5.25","CCNA2","5.999999999999999","false","CCNA2","4.71872512E8"
